,DISTANCE,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
4639,275,5V,GAL,"Galena, AK",FBK,"Fairbanks, AK"
4640,275,8E,OME,"Nome, AK",OOK,"Toksook, AK"
4641,275,8E,OOK,"Toksook, AK",OME,"Nome, AK"
4642,275,G7,XNA,"Fayetteville, AR",STL,"St. Louis, MO"
4643,275,OO,ACV,"Arcata/Eureka, CA",SJC,"San Jose, CA"
4644,275,09Q,LAN,"Lansing, MI",PIT,"Pittsburgh, PA"
4645,276,G4,LAS,"Las Vegas, NV",AZA,"Phoenix, AZ"
4646,276,G4,AZA,"Phoenix, AZ",LAS,"Las Vegas, NV"
4647,276,OO,GTF,"Great Falls, MT",IDA,"Idaho Falls, ID"
4648,276,L2,ANC,"Anchorage, AK",FLT,"Flat, AK"
4649,276,L2,FLT,"Flat, AK",ANC,"Anchorage, AK"
4650,276,09Q,TOL,"Toledo, OH",RFD,"Rockford, IL"
4651,276,09Q,RFD,"Rockford, IL",TOL,"Toledo, OH"
4652,276,GV,7AK,"Akun, AK",SNP,"St. Paul, AK"
4653,276,G4,MSO,"Missoula, MT",BIL,"Billings, MT"
4654,276,G4,BIL,"Billings, MT",MSO,"Missoula, MT"
4655,276,5V,MCG,"McGrath, AK",FBK,"Fairbanks, AK"
4656,277,C5,EWR,"Newark, NJ",RIC,"Richmond, VA"
4657,277,C5,RIC,"Richmond, VA",EWR,"Newark, NJ"
4658,277,WN,ROC,"Rochester, NY",BWI,"Baltimore, MD"
4659,277,WN,BWI,"Baltimore, MD",ROC,"Rochester, NY"
4660,277,WN,HOU,"Houston, TX",HRL,"Harlingen/San Benito, TX"
4661,277,WN,HRL,"Harlingen/San Benito, TX",HOU,"Houston, TX"
4662,277,09Q,MAF,"Midland/Odessa, TX",SAT,"San Antonio, TX"
4663,277,L2,ANC,"Anchorage, AK",FVQ,"Donlin Creek Mine, AK"
4664,277,L2,FVQ,"Donlin Creek Mine, AK",ANC,"Anchorage, AK"
4665,277,4B,DEN,"Denver, CO",CEZ,"Cortez, CO"
4666,277,4B,CEZ,"Cortez, CO",DEN,"Denver, CO"
4667,277,OO,TUS,"Tucson, AZ",IGM,"Kingman, AZ"
4668,277,PT,PHL,"Philadelphia, PA",LYH,"Lynchburg, VA"
4669,277,AMQ,TOL,"Toledo, OH",BUF,"Buffalo, NY"
4670,277,04Q,ACK,"Nantucket, MA",NJ4,"Ocean City, NJ"
4671,277,09Q,SAT,"San Antonio, TX",MAF,"Midland/Odessa, TX"
4672,278,5X,MSP,"Minneapolis, MN",RFD,"Rockford, IL"
4673,278,5X,RFD,"Rockford, IL",MSP,"Minneapolis, MN"
4674,278,OO,PSP,"Palm Springs, CA",SGU,"St. George, UT"
4675,278,8C,ORD,"Chicago, IL",ILN,"Wilmington, OH"
4676,278,MQ,GSO,"Greensboro/High Point, NC",BWI,"Baltimore, MD"
4677,278,YV,ABQ,"Albuquerque, NM",AMA,"Amarillo, TX"
4678,278,AA,BWI,"Baltimore, MD",GSO,"Greensboro/High Point, NC"
4679,278,AMQ,SCE,"State College, PA",LCK,"Columbus, OH"
4680,278,LF,BTR,"Baton Rouge, LA",TCL,"Tuscaloosa, AL"
4681,278,LF,TCL,"Tuscaloosa, AL",BTR,"Baton Rouge, LA"
4682,278,WN,DAL,"Dallas, TX",XNA,"Fayetteville, AR"
4683,278,WN,XNA,"Fayetteville, AR",DAL,"Dallas, TX"
4684,278,8C,ILN,"Wilmington, OH",ORD,"Chicago, IL"
4685,279,QX,GEG,"Spokane, WA",PDX,"Portland, OR"
4686,279,QX,PDX,"Portland, OR",GEG,"Spokane, WA"
4687,279,OO,SLC,"Salt Lake City, UT",EGE,"Eagle, CO"
4688,279,OO,EGE,"Eagle, CO",SLC,"Salt Lake City, UT"
4689,279,PT,BUF,"Buffalo, NY",PHL,"Philadelphia, PA"
4690,279,PT,PHL,"Philadelphia, PA",BUF,"Buffalo, NY"
4691,279,09Q,PIT,"Pittsburgh, PA",SYR,"Syracuse, NY"
4692,279,09Q,SBN,"South Bend, IN",CID,"Cedar Rapids/Iowa City, IA"
4693,279,09Q,SYR,"Syracuse, NY",PIT,"Pittsburgh, PA"
4694,279,7S,BKC,"Buckland, AK",KSM,"St. Mary's, AK"
4695,279,4B,DFW,"Dallas/Fort Worth, TX",VCT,"Victoria, TX"
4696,279,4B,VCT,"Victoria, TX",DFW,"Dallas/Fort Worth, TX"
4697,279,FX,BJI,"Bemidji, MN",BIS,"Bismarck/Mandan, ND"
4698,279,G4,CID,"Cedar Rapids/Iowa City, IA",SBN,"South Bend, IN"
4699,279,04Q,WVL,"Augusta/Waterville, ME",HTO,"East Hampton, NY"
4700,279,04Q,HTO,"East Hampton, NY",WVL,"Augusta/Waterville, ME"
4701,280,YX,PHL,"Philadelphia, PA",BOS,"Boston, MA"
4702,280,YX,BOS,"Boston, MA",PHL,"Philadelphia, PA"
4703,280,B6,JAX,"Jacksonville, FL",PBI,"West Palm Beach/Palm Beach, FL"
4704,280,KO,ANC,"Anchorage, AK",KNW,"New Stuyahok, AK"
4705,280,KO,KNW,"New Stuyahok, AK",ANC,"Anchorage, AK"
4706,280,OO,DEN,"Denver, CO",LBL,"Liberal, KS"
4707,280,OO,LBL,"Liberal, KS",DEN,"Denver, CO"
4708,280,OO,DFW,"Dallas/Fort Worth, TX",XNA,"Fayetteville, AR"
4709,280,OO,XNA,"Fayetteville, AR",DFW,"Dallas/Fort Worth, TX"
4710,280,H6,ATK,"Atqasuk, AK",OTZ,"Kotzebue, AK"
4711,280,5X,PBI,"West Palm Beach/Palm Beach, FL",JAX,"Jacksonville, FL"
4712,280,L2,TLJ,"Tatalina, AK",DLG,"Dillingham, AK"
4713,280,OO,ABQ,"Albuquerque, NM",COS,"Colorado Springs, CO"
4714,280,G4,OMA,"Omaha, NE",MLI,"Moline, IL"
4715,280,PT,MDT,"Harrisburg, PA",CLE,"Cleveland, OH"
4716,280,8E,ABL,"Ambler, AK",OME,"Nome, AK"
4717,281,PT,CLT,"Charlotte, NC",LEX,"Lexington, KY"
4718,281,PT,LEX,"Lexington, KY",CLT,"Charlotte, NC"
4719,281,WN,BUF,"Buffalo, NY",BWI,"Baltimore, MD"
4720,281,WN,BWI,"Baltimore, MD",BUF,"Buffalo, NY"
4721,281,LF,MCN,"Macon, GA",MQY,"Smyrna, TN"
4722,281,04Q,TEB,"Teterboro, NJ",BUF,"Buffalo, NY"
4723,281,8V,MXY,"McCarthy, AK",FAI,"Fairbanks, AK"
4724,281,LF,MQY,"Smyrna, TN",MCN,"Macon, GA"
4725,281,G4,FSD,"Sioux Falls, SD",CID,"Cedar Rapids/Iowa City, IA"
4726,281,27Q,BUF,"Buffalo, NY",TEB,"Teterboro, NJ"
4727,281,5V,FAI,"Fairbanks, AK",TLJ,"Tatalina, AK"
4728,281,5V,TLJ,"Tatalina, AK",FAI,"Fairbanks, AK"
4729,281,V8,ILI,"Iliamna, AK",WQZ,"Chignik Lake, AK"
4730,281,V8,WQZ,"Chignik Lake, AK",ILI,"Iliamna, AK"
4731,281,F9,CID,"Cedar Rapids/Iowa City, IA",FSD,"Sioux Falls, SD"
4732,281,V8,KVC,"King Cove, AK",TOG,"Togiak, AK"
4733,281,V8,TOG,"Togiak, AK",KVC,"King Cove, AK"
4734,282,YX,BUF,"Buffalo, NY",EWR,"Newark, NJ"
4735,282,5X,DFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
4736,282,OO,OMA,"Omaha, NE",MSP,"Minneapolis, MN"
4737,282,OO,MSP,"Minneapolis, MN",OMA,"Omaha, NE"
4738,282,UA,EWR,"Newark, NJ",BUF,"Buffalo, NY"
4739,282,MQ,LBB,"Lubbock, TX",DFW,"Dallas/Fort Worth, TX"
4740,282,FX,TYS,"Knoxville, TN",LCK,"Columbus, OH"
4741,282,DL,BZN,"Bozeman, MT",TWF,"Twin Falls, ID"
4742,282,OH,PHF,"Newport News/Williamsburg, VA",CLT,"Charlotte, NC"
4743,282,OH,CLT,"Charlotte, NC",PHF,"Newport News/Williamsburg, VA"
4744,282,09Q,GPT,"Gulfport/Biloxi, MS",TLH,"Tallahassee, FL"
4745,282,09Q,TLH,"Tallahassee, FL",GPT,"Gulfport/Biloxi, MS"
4746,282,Z3,ENA,"Kenai, AK",CLP,"Clarks Point, AK"
4747,282,7S,TYE,"Tyonek, AK",ANI,"Aniak, AK"
4748,282,8E,SHG,"Shungnak, AK",TLA,"Teller, AK"
4749,283,9E,BUF,"Buffalo, NY",IAD,"Washington, DC"
4750,283,OO,DEN,"Denver, CO",CNY,"Moab, UT"
4751,283,OO,BIL,"Billings, MT",XWA,"Williston, ND"
4752,283,OO,CNY,"Moab, UT",DEN,"Denver, CO"
4753,283,PT,BDL,"Hartford, CT",BWI,"Baltimore, MD"
4754,283,H6,OME,"Nome, AK",BET,"Bethel, AK"
4755,283,WN,CMH,"Columbus, OH",MDW,"Chicago, IL"
4756,283,WN,BWI,"Baltimore, MD",BDL,"Hartford, CT"
4757,283,WN,MDW,"Chicago, IL",CMH,"Columbus, OH"
4758,283,ZW,IAD,"Washington, DC",BUF,"Buffalo, NY"
4759,283,GV,STG,"St. George Island, AK",CDB,"Cold Bay, AK"
4760,283,G4,USA,"Concord, NC",LEX,"Lexington, KY"
4761,283,GV,CDB,"Cold Bay, AK",STG,"St. George Island, AK"
4762,283,7H,BET,"Bethel, AK",OME,"Nome, AK"
4763,283,G4,FWA,"Fort Wayne, IN",ATW,"Appleton, WI"
4764,283,MQ,JLN,"Joplin, MO",LAW,"Lawton/Fort Sill, OK"
4765,283,3EQ,MRY,"Monterey, CA",LGB,"Long Beach, CA"
4766,283,DL,NPA,"Pensacola, FL",ATL,"Atlanta, GA"
4767,284,YX,EWR,"Newark, NJ",ORF,"Norfolk, VA"
4768,284,YX,EWR,"Newark, NJ",PWM,"Portland, ME"
4769,284,YX,ORF,"Norfolk, VA",EWR,"Newark, NJ"
4770,284,YX,PWM,"Portland, ME",EWR,"Newark, NJ"
4771,284,OO,GFK,"Grand Forks, ND",MSP,"Minneapolis, MN"
4772,284,OO,MSP,"Minneapolis, MN",GFK,"Grand Forks, ND"
4773,284,OO,DTW,"Detroit, MI",CIU,"Sault Ste. Marie, MI"
4774,284,OO,CIU,"Sault Ste. Marie, MI",DTW,"Detroit, MI"
4775,284,FX,FAR,"Fargo, ND",DIK,"Dickinson, ND"
4776,284,FX,DIK,"Dickinson, ND",FAR,"Fargo, ND"
4777,284,FX,MSN,"Madison, WI",IND,"Indianapolis, IN"
4778,284,DL,IND,"Indianapolis, IN",MSN,"Madison, WI"
4779,284,LF,STL,"St. Louis, MO",MQY,"Smyrna, TN"
4780,284,LF,MQY,"Smyrna, TN",STL,"St. Louis, MO"
4781,284,09Q,BNA,"Nashville, TN",CMI,"Champaign/Urbana, IL"
4782,284,5X,TUL,"Tulsa, OK",SHV,"Shreveport, LA"
4783,284,09Q,CMI,"Champaign/Urbana, IL",BNA,"Nashville, TN"
4784,284,OO,CIU,"Sault Ste. Marie, MI",MKE,"Milwaukee, WI"
4785,285,5X,SHV,"Shreveport, LA",MEM,"Memphis, TN"
4786,285,09Q,FTW,"Dallas/Fort Worth, TX",FYV,"Fayetteville, AR"
4787,285,MQ,AEX,"Alexandria, LA",DFW,"Dallas/Fort Worth, TX"
4788,285,MQ,DFW,"Dallas/Fort Worth, TX",AEX,"Alexandria, LA"
4789,285,27Q,PLN,"Pellston, MI",PWK,"Chicago, IL"
4790,285,27Q,PWK,"Chicago, IL",PLN,"Pellston, MI"
4791,285,FX,MEM,"Memphis, TN",SHV,"Shreveport, LA"
4792,285,3EQ,LCH,"Lake Charles, LA",DAL,"Dallas, TX"
4793,285,3EQ,DAL,"Dallas, TX",LCH,"Lake Charles, LA"
4794,285,H6,SVA,"Savoonga, AK",SKK,"Shaktoolik, AK"
4795,286,YX,ORD,"Chicago, IL",SDF,"Louisville, KY"
4796,286,YX,SDF,"Louisville, KY",ORD,"Chicago, IL"
4797,286,LF,CLT,"Charlotte, NC",PKB,"Parkersburg, WV"
4798,286,LF,PKB,"Parkersburg, WV",CLT,"Charlotte, NC"
4799,286,EM,IDA,"Idaho Falls, ID",CPR,"Casper, WY"
4800,286,G4,ALB,"Albany, NY",BGR,"Bangor, ME"
4801,286,09Q,CMI,"Champaign/Urbana, IL",CMH,"Columbus, OH"
4802,286,09Q,CMH,"Columbus, OH",CMI,"Champaign/Urbana, IL"
4803,286,U7,YIP,"Detroit, MI",CRW,"Charleston/Dunbar, WV"
4804,286,L2,RDB,"Red Dog, AK",UTO,"Utopia, AK"
4805,286,GL,BKL,"Cleveland, OH",LEX,"Lexington, KY"
4806,286,U7,YIP,"Detroit, MI",RFD,"Rockford, IL"
4807,286,U7,RFD,"Rockford, IL",YIP,"Detroit, MI"
4808,286,G4,BGR,"Bangor, ME",ALB,"Albany, NY"
4809,286,V8,KEK,"Ekwok, AK",ANC,"Anchorage, AK"
4810,287,9E,DTW,"Detroit, MI",GRB,"Green Bay, WI"
4811,287,9E,GRB,"Green Bay, WI",DTW,"Detroit, MI"
4812,287,QX,BOI,"Boise, ID",GEG,"Spokane, WA"
4813,287,QX,GEG,"Spokane, WA",BOI,"Boise, ID"
4814,287,PT,ART,"Watertown, NY",PHL,"Philadelphia, PA"
4815,287,PT,PHL,"Philadelphia, PA",ART,"Watertown, NY"
4816,287,H6,PIZ,"Point Lay, AK",NUI,"Nuiqsut, AK"
4817,287,EV,ECP,"Panama City, FL",JAN,"Jackson/Vicksburg, MS"
4818,287,H6,NUI,"Nuiqsut, AK",PIZ,"Point Lay, AK"
4819,288,YX,IAD,"Washington, DC",CLE,"Cleveland, OH"
4820,288,YX,ROC,"Rochester, NY",IAD,"Washington, DC"
4821,288,YX,CLE,"Cleveland, OH",IAD,"Washington, DC"
4822,288,YX,IAD,"Washington, DC",ROC,"Rochester, NY"
4823,288,YX,JFK,"New York, NY",RIC,"Richmond, VA"
4824,288,KO,AKN,"King Salmon, AK",ANC,"Anchorage, AK"
4825,288,KO,ANC,"Anchorage, AK",AKN,"King Salmon, AK"
4826,288,MQ,RIC,"Richmond, VA",JFK,"New York, NY"
4827,288,09Q,GTF,"Great Falls, MT",GEG,"Spokane, WA"
4828,288,09Q,MEM,"Memphis, TN",COU,"Columbia, MO"
4829,288,8E,SHG,"Shungnak, AK",OME,"Nome, AK"
4830,288,7S,BTT,"Bettles, AK",ATK,"Atqasuk, AK"
4831,288,EV,PNS,"Pensacola, FL",HSV,"Huntsville, AL"
4832,288,7S,KLN,"Larsen Bay, AK",ANC,"Anchorage, AK"
4833,288,7S,ANC,"Anchorage, AK",KLN,"Larsen Bay, AK"
4834,288,5V,FAI,"Fairbanks, AK",ZXF,"Illinois Creek, AK"
4835,288,5V,ZXF,"Illinois Creek, AK",FAI,"Fairbanks, AK"
4836,288,04Q,OXC,"Waterbury, CT",IAD,"Washington, DC"
4837,289,5X,MHT,"Manchester, NH",PHL,"Philadelphia, PA"
4838,289,PT,PHL,"Philadelphia, PA",MHT,"Manchester, NH"
4839,289,WN,BWI,"Baltimore, MD",ALB,"Albany, NY"
4840,289,WN,ALB,"Albany, NY",BWI,"Baltimore, MD"
4841,289,3E,ORD,"Chicago, IL",MCW,"Mason City, IA"
4842,289,3E,ATL,"Atlanta, GA",MKL,"Jackson, TN"
4843,289,3E,MCW,"Mason City, IA",ORD,"Chicago, IL"
4844,289,3E,MKL,"Jackson, TN",ATL,"Atlanta, GA"
4845,289,LF,SBA,"Santa Barbara, CA",LAS,"Las Vegas, NV"
4846,289,LF,LAS,"Las Vegas, NV",SBA,"Santa Barbara, CA"
4847,289,09Q,EWR,"Newark, NJ",CHO,"Charlottesville, VA"
4848,289,PT,SBY,"Salisbury, MD",GSO,"Greensboro/High Point, NC"
4849,289,8E,OTZ,"Kotzebue, AK",EMK,"Emmonak, AK"
4850,289,8E,EMK,"Emmonak, AK",OTZ,"Kotzebue, AK"
4851,289,YX,PHL,"Philadelphia, PA",ACK,"Nantucket, MA"
4852,289,YX,ACK,"Nantucket, MA",PHL,"Philadelphia, PA"
4853,289,04Q,BUF,"Buffalo, NY",HPN,"White Plains, NY"
4854,289,04Q,HPN,"White Plains, NY",BUF,"Buffalo, NY"
4855,289,GL,PIT,"Pittsburgh, PA",LEX,"Lexington, KY"
4856,290,5X,BOI,"Boise, ID",SLC,"Salt Lake City, UT"
4857,290,5X,SLC,"Salt Lake City, UT",BOI,"Boise, ID"
4858,290,MQ,ORF,"Norfolk, VA",JFK,"New York, NY"
4859,290,MQ,JFK,"New York, NY",ORF,"Norfolk, VA"
4860,290,FX,ABQ,"Albuquerque, NM",LBB,"Lubbock, TX"
4861,290,OO,GEG,"Spokane, WA",RDM,"Bend/Redmond, OR"
4862,290,OO,FLG,"Flagstaff, AZ",PSP,"Palm Springs, CA"
4863,290,G4,DAY,"Dayton, OH",SPI,"Springfield, IL"
4864,290,OH,CLT,"Charlotte, NC",ORF,"Norfolk, VA"
4865,290,OH,ORF,"Norfolk, VA",CLT,"Charlotte, NC"
4866,290,U7,DPA,"Chicago, IL",SDF,"Louisville, KY"
4867,290,U7,SDF,"Louisville, KY",DPA,"Chicago, IL"
4868,290,09Q,LBB,"Lubbock, TX",ABQ,"Albuquerque, NM"
4869,290,09Q,MHT,"Manchester, NH",ACY,"Atlantic City, NJ"
4870,290,PT,BDL,"Hartford, CT",SBY,"Salisbury, MD"
4871,290,09Q,CMI,"Champaign/Urbana, IL",YIP,"Detroit, MI"
4872,290,09Q,YIP,"Detroit, MI",CMI,"Champaign/Urbana, IL"
4873,290,KO,CDB,"Cold Bay, AK",EGX,"Egegik, AK"
4874,290,FX,MEM,"Memphis, TN",EKX,"Elizabethtown, KY"
4875,291,9X,TPA,"Tampa, FL",DSI,"Destin, FL"
4876,291,9X,DSI,"Destin, FL",TPA,"Tampa, FL"
4877,291,3EQ,SJC,"San Jose, CA",VNY,"Van Nuys, CA"
4878,291,3EQ,VNY,"Van Nuys, CA",SJC,"San Jose, CA"
4879,291,8V,KYU,"Koyukuk, AK",FAI,"Fairbanks, AK"
4880,291,8V,FAI,"Fairbanks, AK",KYU,"Koyukuk, AK"
4881,291,GL,CID,"Cedar Rapids/Iowa City, IA",FOE,"Topeka, KS"
4882,291,EV,ICT,"Wichita, KS",AMA,"Amarillo, TX"
4883,291,DL,TYS,"Knoxville, TN",TUP,"Tupelo, MS"
4884,291,DL,TUP,"Tupelo, MS",TYS,"Knoxville, TN"
4885,291,27Q,FFT,"Frankfort, KY",MDW,"Chicago, IL"
4886,291,27Q,MDW,"Chicago, IL",FFT,"Frankfort, KY"
4887,291,GL,LEX,"Lexington, KY",AHN,"Athens, GA"
4888,291,GL,AHN,"Athens, GA",LEX,"Lexington, KY"
4889,292,YX,BUF,"Buffalo, NY",LGA,"New York, NY"
4890,292,YX,LGA,"New York, NY",BUF,"Buffalo, NY"
4891,292,YX,LGA,"New York, NY",RIC,"Richmond, VA"
4892,292,YX,RIC,"Richmond, VA",LGA,"New York, NY"
4893,292,4B,DEN,"Denver, CO",DDC,"Dodge City, KS"
4894,292,4B,DDC,"Dodge City, KS",DEN,"Denver, CO"
4895,292,OO,SLC,"Salt Lake City, UT",ASE,"Aspen, CO"
4896,292,OO,ASE,"Aspen, CO",SLC,"Salt Lake City, UT"
4897,292,3EQ,MMU,"Morristown, NJ",AGC,"Pittsburgh, PA"
4898,292,U7,MQY,"Smyrna, TN",SUS,"St. Louis, MO"
4899,292,MQ,RDU,"Raleigh/Durham, NC",TYS,"Knoxville, TN"
4900,292,EV,TYS,"Knoxville, TN",RDU,"Raleigh/Durham, NC"
4901,292,GFQ,PTK,"Pontiac, MI",RFD,"Rockford, IL"
4902,292,Z3,KEK,"Ekwok, AK",MRI,"Anchorage, AK"
4903,293,OO,MLU,"Monroe, LA",DFW,"Dallas/Fort Worth, TX"
4904,293,OO,DFW,"Dallas/Fort Worth, TX",MLU,"Monroe, LA"
4905,293,PT,PHF,"Newport News/Williamsburg, VA",AVP,"Scranton/Wilkes-Barre, PA"
4906,293,WN,LBB,"Lubbock, TX",DAL,"Dallas, TX"
4907,293,WN,DAL,"Dallas, TX",LBB,"Lubbock, TX"
4908,293,OH,SAV,"Savannah, GA",RDU,"Raleigh/Durham, NC"
4909,293,V8,ILI,"Iliamna, AK",TEK,"Tatitlek, AK"
4910,293,FX,MKE,"Milwaukee, WI",CMX,"Hancock/Houghton, MI"
4911,293,FX,CMX,"Hancock/Houghton, MI",MKE,"Milwaukee, WI"
4912,293,FX,DAY,"Dayton, OH",BNA,"Nashville, TN"
4913,293,5V,FAI,"Fairbanks, AK",GEK,"Ganes Creek, AK"
4914,293,OO,BOI,"Boise, ID",BZN,"Bozeman, MT"
4915,293,OO,RDD,"Redding, CA",FAT,"Fresno, CA"
4916,293,U7,HKY,"Hickory, NC",SDF,"Louisville, KY"
4917,294,EM,AFW,"Dallas/Fort Worth, TX",MAF,"Midland/Odessa, TX"
4918,294,8E,KKA,"Koyuk, AK",SVA,"Savoonga, AK"
4919,294,MQ,MIA,"Miami, FL",GNV,"Gainesville, FL"
4920,294,MQ,GNV,"Gainesville, FL",MIA,"Miami, FL"
4921,294,WN,MAF,"Midland/Odessa, TX",AUS,"Austin, TX"
4922,294,NK,PBG,"Plattsburgh, NY",IAG,"Niagara Falls, NY"
4923,294,8V,OBU,"Kobuk, AK",FAI,"Fairbanks, AK"
4924,294,8V,FAI,"Fairbanks, AK",OBU,"Kobuk, AK"
4925,295,EV,IAH,"Houston, TX",HRL,"Harlingen/San Benito, TX"
4926,295,EV,HRL,"Harlingen/San Benito, TX",IAH,"Houston, TX"
4927,295,5X,DTW,"Detroit, MI",RFD,"Rockford, IL"
4928,295,5X,LBB,"Lubbock, TX",ELP,"El Paso, TX"
4929,295,5X,RFD,"Rockford, IL",DTW,"Detroit, MI"
4930,295,9E,ROA,"Roanoke, VA",AGS,"Augusta, GA"
4931,295,09Q,BIL,"Billings, MT",RAP,"Rapid City, SD"
4932,295,09Q,ICT,"Wichita, KS",COU,"Columbia, MO"
4933,295,MQ,DFW,"Dallas/Fort Worth, TX",LCH,"Lake Charles, LA"
4934,295,MQ,LCH,"Lake Charles, LA",DFW,"Dallas/Fort Worth, TX"
4935,295,EV,CMH,"Columbus, OH",TYS,"Knoxville, TN"
4936,295,8V,FAI,"Fairbanks, AK",DCK,"Dahl Creek, AK"
4937,295,8V,DCK,"Dahl Creek, AK",FAI,"Fairbanks, AK"
4938,295,FX,ELP,"El Paso, TX",LBB,"Lubbock, TX"
4939,295,YV,AMA,"Amarillo, TX",AFW,"Dallas/Fort Worth, TX"
4940,295,G4,BIS,"Bismarck/Mandan, ND",FSD,"Sioux Falls, SD"
4941,295,09Q,FSD,"Sioux Falls, SD",BIS,"Bismarck/Mandan, ND"
4942,295,8E,OBU,"Kobuk, AK",OME,"Nome, AK"
4943,296,YX,ROC,"Rochester, NY",DCA,"Washington, DC"
4944,296,YX,DTW,"Detroit, MI",LEX,"Lexington, KY"
4945,296,YX,BUF,"Buffalo, NY",DCA,"Washington, DC"
4946,296,YX,ORD,"Chicago, IL",CMH,"Columbus, OH"
4947,296,YX,CMH,"Columbus, OH",ORD,"Chicago, IL"
4948,296,YX,ORF,"Norfolk, VA",LGA,"New York, NY"
4949,296,YX,LEX,"Lexington, KY",DTW,"Detroit, MI"
4950,296,YX,LGA,"New York, NY",ORF,"Norfolk, VA"
4951,296,YX,DCA,"Washington, DC",BUF,"Buffalo, NY"
4952,296,YX,DCA,"Washington, DC",ROC,"Rochester, NY"
4953,296,YX,ROC,"Rochester, NY",DTW,"Detroit, MI"
4954,296,YV,SYR,"Syracuse, NY",IAD,"Washington, DC"
4955,296,YV,IAD,"Washington, DC",SYR,"Syracuse, NY"
4956,296,38Q,DEN,"Denver, CO",RIW,"Riverton/Lander, WY"
4957,296,38Q,RIW,"Riverton/Lander, WY",DEN,"Denver, CO"
4958,296,OO,DTW,"Detroit, MI",ATW,"Appleton, WI"
4959,296,OO,DTW,"Detroit, MI",ROC,"Rochester, NY"
4960,296,OO,ATW,"Appleton, WI",DTW,"Detroit, MI"
4961,296,SY,IFP,"Bullhead City, AZ",TUS,"Tucson, AZ"
4962,296,SY,TUS,"Tucson, AZ",IFP,"Bullhead City, AZ"
4963,296,09Q,MEM,"Memphis, TN",AEX,"Alexandria, LA"
4964,296,MQ,LIT,"Little Rock, AR",STL,"St. Louis, MO"
4965,296,WN,STL,"St. Louis, MO",LIT,"Little Rock, AR"
4966,296,WN,DAL,"Dallas, TX",LIT,"Little Rock, AR"
4967,296,WN,SJC,"San Jose, CA",BUR,"Burbank, CA"
4968,296,WN,BUR,"Burbank, CA",SJC,"San Jose, CA"
4969,296,WN,LIT,"Little Rock, AR",DAL,"Dallas, TX"
4970,296,U7,LEX,"Lexington, KY",YIP,"Detroit, MI"
4971,296,09Q,BRO,"Brownsville, TX",AUS,"Austin, TX"
4972,296,09Q,BUF,"Buffalo, NY",CMH,"Columbus, OH"
4973,296,09Q,CMH,"Columbus, OH",BUF,"Buffalo, NY"
4974,296,09Q,AUS,"Austin, TX",BRO,"Brownsville, TX"
4975,296,LF,SBA,"Santa Barbara, CA",SAC,"Sacramento, CA"
4976,296,27Q,EGV,"Eagle River, WI",MDW,"Chicago, IL"
4977,297,EV,IND,"Indianapolis, IN",TYS,"Knoxville, TN"
4978,297,OO,MSP,"Minneapolis, MN",MKE,"Milwaukee, WI"
4979,297,OO,MKE,"Milwaukee, WI",MSP,"Minneapolis, MN"
4980,297,OO,TYS,"Knoxville, TN",IND,"Indianapolis, IN"
4981,297,DL,SAV,"Savannah, GA",TPA,"Tampa, FL"
4982,297,EV,CLE,"Cleveland, OH",TVC,"Traverse City, MI"
4983,297,8E,SVA,"Savoonga, AK",UNK,"Unalakleet, AK"
4984,297,8E,UNK,"Unalakleet, AK",SVA,"Savoonga, AK"
4985,297,DL,TPA,"Tampa, FL",SAV,"Savannah, GA"
4986,297,V8,ANC,"Anchorage, AK",WSN,"South Naknek, AK"
4987,297,DL,DTW,"Detroit, MI",CMI,"Champaign/Urbana, IL"
4988,298,YX,SYR,"Syracuse, NY",DCA,"Washington, DC"
4989,298,YX,DCA,"Washington, DC",SYR,"Syracuse, NY"
4990,298,OO,DEN,"Denver, CO",HYS,"Hays, KS"
4991,298,OO,HYS,"Hays, KS",DEN,"Denver, CO"
4992,298,OO,ATY,"Watertown, SD",RAP,"Rapid City, SD"
4993,298,FX,CPR,"Casper, WY",COS,"Colorado Springs, CO"
4994,298,5X,PVD,"Providence, RI",MDT,"Harrisburg, PA"
4995,298,DL,MDT,"Harrisburg, PA",PVD,"Providence, RI"
4996,298,DL,ATL,"Atlanta, GA",BFM,"Mobile, AL"
4997,298,DL,BFM,"Mobile, AL",ATL,"Atlanta, GA"
4998,298,27Q,VNY,"Van Nuys, CA",NUQ,"Mountain View, CA"
4999,298,3EQ,NUQ,"Mountain View, CA",VNY,"Van Nuys, CA"
5000,298,OO,SLC,"Salt Lake City, UT",COD,"Cody, WY"
5001,298,OO,COD,"Cody, WY",SLC,"Salt Lake City, UT"
5002,299,AX,ORD,"Chicago, IL",DSM,"Des Moines, IA"
5003,299,AX,DSM,"Des Moines, IA",ORD,"Chicago, IL"
5004,299,C5,CMH,"Columbus, OH",IAD,"Washington, DC"
5005,299,C5,IAD,"Washington, DC",CMH,"Columbus, OH"
5006,299,5X,GSP,"Greer, SC",SDF,"Louisville, KY"
5007,299,5X,SDF,"Louisville, KY",GSP,"Greer, SC"
5008,299,5Y,LCK,"Columbus, OH",IAD,"Washington, DC"
5009,300,YX,RAP,"Rapid City, SD",DEN,"Denver, CO"
